,rid,id,text,category_first,category_second,polarity,from,to
518,1470334,1470334:4,The lox is always fresh too.,FOOD,QUALITY,positive,4,7
519,1470334,1470334:5,Highly recommended to all!,RESTAURANT,GENERAL,positive,0,0
520,1471273,1471273:0,I have to agree with the previous reviewer.,,,,,
521,1471273,1471273:1,I don't get it either.,,,,,
522,1471273,1471273:2,Not impressed with the food.,FOOD,QUALITY,negative,23,27
523,1471273,1471273:3,Prices too high for this cramped and unappealing resturant.,RESTAURANT,PRICES,negative,49,58
524,1471273,1471273:4,Zero ambiance to boot.,AMBIENCE,GENERAL,negative,5,13
525,1476493,1476493:0,I thought this place was totally overrated.,RESTAURANT,GENERAL,negative,15,20
526,1476493,1476493:1,Everything we had was good or ok....but definitely nothing great.,FOOD,QUALITY,neutral,0,0
527,1476493,1476493:2,"The ambience was nice, but service wasn't so great.",AMBIENCE,GENERAL,positive,4,12
528,1476493,1476493:3,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",RESTAURANT,GENERAL,negative,0,0
529,1477631,1477631:0,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,RESTAURANT,GENERAL,positive,17,39
530,1477631,1477631:1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,FOOD,QUALITY,positive,55,59
531,1477631,1477631:2,Thius is a must for anyone who loves Shabu-Shabu.,FOOD,QUALITY,positive,37,48
532,1486041,1486041:0,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",AMBIENCE,GENERAL,positive,4,14
533,1486041,1486041:1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,RESTAURANT,MISCELLANEOUS,positive,4,9
534,1486041,1486041:2,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",FOOD,STYLE_OPTIONS,negative,27,31
535,1486041,1486041:3,I must give it Yon out of Yon stars!,RESTAURANT,GENERAL,positive,0,0
536,1486041,1486041:4,Taxan delicious!,FOOD,QUALITY,positive,0,5
537,1486041,1486041:5,Arigato Gozimas Yuka!,,,,,
538,1490757,1490757:0,"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!",,,,,
539,1490757,1490757:1,We weren't!,RESTAURANT,GENERAL,positive,0,0
540,1490757,1490757:2,The prices were CHEAP compared to the quality of service and food.,RESTAURANT,PRICES,positive,0,0
541,1490757,1490757:3,"We liked it so much, that we will always make it a point to dine here when we visit New York.",RESTAURANT,GENERAL,positive,0,0
542,1496205,1496205:0,Went there for an office lunch.,,,,,
543,1496205,1496205:1,The location and ambience is Ok but the food is what makes up for it.,LOCATION,GENERAL,neutral,4,12
544,1496205,1496205:2,There is a lot of variety even for people who eat vegetarian like me.,FOOD,STYLE_OPTIONS,positive,0,0
545,1496205,1496205:3,Try green curry with vegetables.,FOOD,QUALITY,positive,4,31
546,1496205,1496205:4,"The quantity is also very good, you will come out satisfied.",FOOD,STYLE_OPTIONS,positive,4,12
547,1496205,1496205:5,"The service is ok, some of the people didn't get what they asked for.",SERVICE,GENERAL,neutral,4,11
548,1496707,1496707:0,I was there on sat. for my birthday and we had an excellent time.,RESTAURANT,GENERAL,positive,0,0
549,1496707,1496707:1,I had the best ravioli ever.,FOOD,QUALITY,positive,15,22
550,1496707,1496707:2,The wine the service was very good too.,DRINKS,QUALITY,positive,4,8
551,1496707,1496707:3,Moderate prices.,RESTAURANT,PRICES,neutral,0,0
552,1496707,1496707:4,A little noise but I think that was because of our party!,AMBIENCE,GENERAL,neutral,0,0
553,1500453,1500453:0,Molto bene!,,,,,
554,1500453,1500453:1,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,AMBIENCE,GENERAL,positive,25,34
555,1500453,1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",FOOD,QUALITY,positive,4,8
556,1500453,1500453:3,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",FOOD,QUALITY,positive,17,42
557,1500453,1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",AMBIENCE,GENERAL,positive,49,61
558,1500453,1500453:5,A guaranteeed delight!,RESTAURANT,GENERAL,positive,0,0
559,1506491,1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",FOOD,QUALITY,positive,99,103
560,1506491,1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",FOOD,QUALITY,positive,19,44
561,1506491,1506491:2,Check out the secret back room.,AMBIENCE,GENERAL,positive,21,30
562,1506491,1506491:3,Old school meets New world.,,,,,
563,1506491,1506491:4,I pray it stays open forever.,RESTAURANT,GENERAL,positive,0,0
564,1506491,1506491:5,Thank You Emilio.,RESTAURANT,GENERAL,positive,10,16
565,1506491,1506491:6,Ciao Bella,,,,,
566,1538149,1538149:0,"I found the food, service and value exceptional everytime I have been there.",FOOD,QUALITY,positive,12,16
567,1538149,1538149:1,The food was authentic.,FOOD,QUALITY,positive,4,8
568,1538149,1538149:2,I felt as though I were eating in Paris.,FOOD,QUALITY,positive,0,0
569,1538149,1538149:3,The service was excellent - friendly and attentive.,SERVICE,GENERAL,positive,4,11
570,1538149,1538149:4,The prices are wonderfully low.,RESTAURANT,PRICES,positive,0,0
571,1538149,1538149:5,Very good wine choices.,DRINKS,STYLE_OPTIONS,positive,10,22
572,1543345,1543345:0,I can't believe people complain about no cheese sticks?,,,,,
573,1543345,1543345:1,Who has room for Cheesesticks with the best pizza in NYC!,FOOD,QUALITY,positive,44,49
574,1543345,1543345:2,Get the pepperoni - YUM - and a family style salad.,FOOD,QUALITY,positive,8,17
575,1543345,1543345:3,Great staff.,SERVICE,GENERAL,positive,6,11
576,1543345,1543345:4,Always great service!,SERVICE,GENERAL,positive,13,20
577,1543345,1543345:5,I go twice a month!,RESTAURANT,GENERAL,positive,0,0
578,1543345,1543345:6,Fantastic!,RESTAURANT,GENERAL,positive,0,0
579,1561259,1561259:0,"The food is good, I can't lie.",FOOD,QUALITY,positive,4,8
580,1561259,1561259:1,But the staff was so horrible to us.,SERVICE,GENERAL,negative,8,13
581,1561259,1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,SERVICE,GENERAL,negative,4,11
582,1561259,1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,SERVICE,GENERAL,negative,40,48
583,1561259,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",RESTAURANT,PRICES,negative,5,10
584,1561259,1561259:5,Save yourself the time and trouble and skip this one!,RESTAURANT,GENERAL,negative,0,0
585,1572027,1572027:0,I'll keep this short.,,,,,
586,1572027,1572027:1,Amma is nothing special.,RESTAURANT,GENERAL,neutral,0,4
587,1572027,1572027:2,The two star chefs left quite some time ago to open their own place.,,,,,
588,1572027,1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,FOOD,QUALITY,negative,37,43
589,1572027,1572027:4,Will not be back.,RESTAURANT,GENERAL,negative,0,0
590,1572033,1572033:0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",FOOD,QUALITY,negative,31,48
591,1572033,1572033:1,Decor is nice though service can be spotty.,AMBIENCE,GENERAL,positive,0,5
592,1572033,1572033:2,This place is always packed.,AMBIENCE,GENERAL,neutral,5,10
593,1572033,1572033:3,I know because I live nearby.,,,,,
594,1572033,1572033:4,"Most importantly, food is excellent.",FOOD,QUALITY,positive,18,22
595,1572033,1572033:5,Try the sea bass.,FOOD,QUALITY,positive,8,16
596,1572033,1572033:6,Highly recommended.,RESTAURANT,GENERAL,positive,0,0
597,1573534,1573534:0,First of all Dal Bukhara Rocks.,FOOD,QUALITY,positive,13,24
598,1573534,1573534:1,As a student in NYU i need a place to eat after a hard day of work so usually i just go to any indian restraunt near by. ,,,,,
599,1573534,1573534:2,but ive heard a lot about this for the past 2 yrs and finally decided to eat here.,,,,,
600,1573534,1573534:3,I am happy i did the food was awsome.,FOOD,QUALITY,positive,21,25
601,1573534,1573534:4,JUST AWSOME.,FOOD,QUALITY,positive,0,0
602,1573534,1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,FOOD,QUALITY,positive,54,60
603,1573534,1573534:6,They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.,,,,,
604,1573534,1573534:7,but overall i give it a 10,RESTAURANT,GENERAL,positive,0,0
605,1573534,1573534:8,10,RESTAURANT,GENERAL,positive,0,0
606,1577714,1577714:0,I haven't been to the other locations.,,,,,
607,1577714,1577714:1,Haru on Park S is simply disgusting.,RESTAURANT,GENERAL,negative,0,14
608,1577714,1577714:2,The fish was not fresh and the rice tasted old and stale.,FOOD,QUALITY,negative,4,8
609,1577714,1577714:3,"Quite frankly, this is some of the worst sushi I have ever tried.",FOOD,QUALITY,negative,41,46
610,1577714,1577714:4,Will never be back.,RESTAURANT,GENERAL,negative,0,0
611,1586174,1586174:0,honestly the worst sushi my husband and i had in our entire lives.,FOOD,QUALITY,negative,19,24
612,1586174,1586174:1,"believe us, we've been eating sushi for over 15 yrs.",,,,,
613,1586174,1586174:2,not sure why this restaurant would be rated that highly.,RESTAURANT,GENERAL,negative,18,28
614,1586174,1586174:3,the all-u-can-eat sushi is definitely in very poor quality.,FOOD,QUALITY,negative,4,23
615,1586174,1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",FOOD,STYLE_OPTIONS,negative,8,12
616,1586174,1586174:5,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ",FOOD,QUALITY,negative,56,65
617,1586174,1586174:6,the waitstaffs are nice though.,SERVICE,GENERAL,positive,4,14
618,1586174,1586174:7,wont come back again for sure!,RESTAURANT,GENERAL,negative,0,0
619,1603698,1603698:0,I have been to Roth's twice and both times were very disappointing.,RESTAURANT,GENERAL,negative,15,21
620,1603698,1603698:1,Once for dinner and once for brunch.,,,,,
621,1603698,1603698:2,"Both times I was extremely dissappointed by the service, which was boarderline rude.",SERVICE,GENERAL,negative,48,55
622,1603698,1603698:3,They wouldnt even let me finish my glass of wine before offering another.,SERVICE,GENERAL,negative,0,0
623,1603698,1603698:4,Much of the time it seems like they do not care about you.,SERVICE,GENERAL,negative,0,0
624,1603698,1603698:5,"The dinner was ok, nothing I would have again.",FOOD,QUALITY,negative,4,10
625,1603698,1603698:6,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",FOOD,QUALITY,negative,12,25
626,1606837,1606837:0,This was a great surprise.,RESTAURANT,GENERAL,positive,0,0
627,1606837,1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room.,FOOD,QUALITY,positive,50,54
628,1606837,1606837:2,The service was attentive.,SERVICE,GENERAL,positive,4,11
629,1606837,1606837:3,I look forward to eating here again,RESTAURANT,GENERAL,positive,0,0
630,1609375,1609375:0,Planet Thai is great!,RESTAURANT,GENERAL,positive,0,11
631,1609375,1609375:1,"We love the food, drinks, and atmosphere!",FOOD,QUALITY,positive,12,16
632,1609375,1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",SERVICE,GENERAL,negative,4,7
633,1609375,1609375:3,"Try the Pad Thai, it's fabulous and their prices are so cheap!",FOOD,QUALITY,positive,8,16
634,1609375,1609375:4,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",FOOD,STYLE_OPTIONS,positive,42,50
635,1609375,1609375:5,"Just remember, the later you go, the longer you may have to wait.",,,,,
636,1609375,1609375:6,It's popular w/the late crowd.,,,,,
637,1611489,1611489:0,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",SERVICE,GENERAL,negative,0,0
638,1611489,1611489:1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",FOOD,STYLE_OPTIONS,negative,10,20
639,1611489,1611489:2,"Overall, not worth the money.",RESTAURANT,GENERAL,negative,0,0
640,1611489,1611489:3,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",AMBIENCE,GENERAL,positive,15,25
641,1615322,1615322:0,I love Indian food and consider myself to be quite an expert on it.,,,,,
642,1615322,1615322:1,Chennai Garden is my favorite Indian restaurant in the city.,RESTAURANT,GENERAL,positive,0,14
643,1615322,1615322:2,They have authentic Indian at amazin prices.,FOOD,QUALITY,positive,20,26
644,1615322,1615322:3,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,FOOD,STYLE_OPTIONS,negative,44,55
645,1615322,1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,AMBIENCE,GENERAL,negative,4,9
646,1615322,1615322:5,It's a rather cramped and busy restaurant and it closes early.,RESTAURANT,MISCELLANEOUS,negative,31,41
647,1623276,1623276:0,Patroon features a nice cigar bar and has great staff.,AMBIENCE,GENERAL,positive,24,33
648,1623276,1623276:1,The food is tasty and portion sizes are appropriate.,FOOD,QUALITY,positive,4,8
649,1623276,1623276:2,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,RESTAURANT,MISCELLANEOUS,positive,15,25
650,1623276,1623276:3,Not a great place for family or general dining.,RESTAURANT,MISCELLANEOUS,negative,12,17
651,1626564,1626564:0,LLOOVVE THIS PLACE.,RESTAURANT,GENERAL,positive,13,18
652,1626564,1626564:1,Food is excellent.,FOOD,QUALITY,positive,0,4
653,1626564,1626564:2,Fish is so very fresh.,FOOD,QUALITY,positive,0,4
654,1626564,1626564:3,Waitstaff are very friendly.,SERVICE,GENERAL,positive,0,9
655,1626564,1626564:4,Love YUKA.,RESTAURANT,GENERAL,positive,5,9
656,1632445,1632445:0,Mermaid Inn is an overall good restaurant with really good seafood.,FOOD,QUALITY,positive,59,66
657,1632445,1632445:1,The menu is limited but almost all of the dishes are excellent.,FOOD,STYLE_OPTIONS,negative,4,8
658,1632445,1632445:2,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,FOOD,QUALITY,positive,4,20
659,1632445,1632445:3,The service is good and ambience is good for a date or group outing.,SERVICE,GENERAL,positive,4,11
660,1632445,1632445:4,The only fallback on this restaurant is the prices.,RESTAURANT,PRICES,negative,26,36
661,1632445,1632445:5,"Even though its good seafood, the prices are too high.",FOOD,QUALITY,positive,21,28
662,1632445,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,FOOD,QUALITY,positive,4,20
663,1632929,1632929:0,Went to Village last night for my birthday.,,,,,
664,1632929,1632929:1,"We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.",,,,,
665,1632929,1632929:2,We were very pleasantly surprised.,RESTAURANT,GENERAL,positive,0,0
666,1632929,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",FOOD,QUALITY,positive,4,8
667,1632929,1632929:4,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",SERVICE,GENERAL,positive,100,106
668,1632929,1632929:5,Truly the mark of an attentive waiter.,SERVICE,GENERAL,positive,31,37
669,1632929,1632929:6,I highly recommend the restaurant based on our experience last night.,RESTAURANT,GENERAL,positive,23,33
670,1642666,1642666:0,We ate at this Thai place following the reviews but very unhappy with the foods.,FOOD,QUALITY,negative,74,79
671,1642666,1642666:1,We thought that this place is using too much of MSG cooking in the foods.,FOOD,QUALITY,negative,67,72
672,1642666,1642666:2,Why?,,,,,
673,1642666,1642666:3,"They don't concern much of customer's health, just want to make money.",RESTAURANT,MISCELLANEOUS,negative,0,0
674,1642666,1642666:4,please don't fool us.,RESTAURANT,MISCELLANEOUS,negative,0,0
675,1649025,1649025:0,I visit New Green Bo when I have money or when I am broke.,,,,,
676,1649025,1649025:1,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",FOOD,QUALITY,positive,16,26
677,1649025,1649025:2,The food is so cheap and the waiters are nice.,FOOD,PRICES,positive,4,8
678,1649025,1649025:3,"Of course, it is crowded but who cares.",AMBIENCE,GENERAL,neutral,0,0
679,1649025,1649025:4,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,RESTAURANT,MISCELLANEOUS,positive,0,0
680,1655504,1655504:0,Have frequented 'ino for several years and the food remains excellent.,FOOD,QUALITY,positive,47,51
681,1655504,1655504:1,Cheese plate is a varied delight and great bargain at $10.,FOOD,QUALITY,positive,0,12
682,1655504,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",FOOD,STYLE_OPTIONS,positive,23,34
683,1655504,1655504:3,"(The asparagus, truffle oil, parmesan bruschetta is a winner!)",FOOD,QUALITY,positive,5,48
684,1655504,1655504:4,Wine list is extensive without being over-priced.,DRINKS,STYLE_OPTIONS,positive,0,9
685,1655504,1655504:5,"Be sure to try the seasonal, and always delicious, specials.",FOOD,QUALITY,positive,51,59
686,1655504,1655504:6,Definitely a neighborhood favorite.,RESTAURANT,GENERAL,positive,0,0
687,1655521,1655521:0,I loved this place!!,RESTAURANT,GENERAL,positive,13,18
688,1655521,1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,AMBIENCE,GENERAL,positive,50,60
689,1655521,1655521:2,"The food was very good, a great deal, and the place its self was great.",FOOD,QUALITY,positive,4,8
690,1655521,1655521:3,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",SERVICE,GENERAL,positive,4,14
691,1660047,1660047:0,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",SERVICE,GENERAL,negative,56,62
692,1660047,1660047:1,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",SERVICE,GENERAL,negative,4,11
693,1660047,1660047:2,"The waitress, seems to be more concerned of looking good than actually waitressing.",SERVICE,GENERAL,negative,4,12
694,1660047,1660047:3,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",SERVICE,GENERAL,negative,17,24
695,1660047,1660047:4,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",SERVICE,GENERAL,negative,30,38
696,1660047,1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",SERVICE,GENERAL,negative,82,87
697,1661043,1661043:0,Pizza here is consistently good.,FOOD,QUALITY,positive,0,5
698,1661043,1661043:1,Salads are a delicious way to begin the meal.,FOOD,QUALITY,positive,0,6
699,1661043,1661043:2,You should pass on the calamari.,FOOD,QUALITY,negative,23,31
700,1661043,1661043:3,It is thick and slightly soggy.,FOOD,QUALITY,negative,0,0
701,1661043,1661043:4,Decor is charming.,AMBIENCE,GENERAL,positive,0,5
702,1661043,1661043:5,Service is average.,SERVICE,GENERAL,neutral,0,7
703,1661757,1661757:0,What a great place.,RESTAURANT,GENERAL,positive,13,18
704,1661757,1661757:1,I came into the city to try out this restaurant because a friend had recommended it to my husband.,,,,,
705,1661757,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",AMBIENCE,GENERAL,positive,4,12
706,1661757,1661757:3,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",SERVICE,GENERAL,neutral,0,0
707,1661757,1661757:4,I would definitely recommend SEA if you like thai cuisine!,FOOD,QUALITY,positive,45,57
708,1662726,1662726:0,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,SERVICE,GENERAL,negative,49,65
709,1662726,1662726:1,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",SERVICE,GENERAL,negative,2,11
710,1662726,1662726:2,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ",SERVICE,GENERAL,negative,0,0
711,1662726,1662726:3,"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",SERVICE,GENERAL,negative,0,0
712,1662726,1662726:4,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",,,,,
713,1662726,1662726:5,Never again!,RESTAURANT,GENERAL,negative,0,0
714,1663111,1663111:0,I absolutely Loved this place.,RESTAURANT,GENERAL,positive,24,29
715,1663111,1663111:1,"My friends spoke so much about it for months, I finally made the time to come down ear and dine in.",,,,,
716,1663111,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.",AMBIENCE,GENERAL,positive,10,20
717,1663111,1663111:3,this is can became on e of the NY Italian Food fare institutions.,RESTAURANT,GENERAL,positive,0,0
718,1663111,1663111:4,I think that it is absolutely brilliant and well runned business operation.,RESTAURANT,GENERAL,positive,0,0
719,1663111,1663111:5,The wine list is also really nice.,DRINKS,STYLE_OPTIONS,positive,4,13
720,1664346,1664346:0,A friend from Seattle and I went on a Thursday night around 8:30.,,,,,
721,1664346,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",RESTAURANT,GENERAL,positive,0,0
722,1664346,1664346:2,I would highly recommend this place!,RESTAURANT,GENERAL,positive,30,35
723,1671113,1671113:0,I have been to Casimir over 5 times and I have always had a great time there.,RESTAURANT,GENERAL,positive,15,22
724,1671113,1671113:1,The food is great and reasonably priced.,FOOD,QUALITY,positive,4,8
725,1671113,1671113:2,"I have tried to make reservations, but both times, the hostess didn't have my name.",SERVICE,GENERAL,negative,55,62
726,1671113,1671113:3,"If the weather is nice, try to snag an outside table.",AMBIENCE,GENERAL,positive,39,52
727,1671113,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",SERVICE,GENERAL,positive,4,9
728,1700205,1700205:0,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,RESTAURANT,GENERAL,positive,0,0
729,1700205,1700205:1,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",FOOD,QUALITY,positive,21,27
730,1700205,1700205:2,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",SERVICE,GENERAL,positive,82,91
731,1700205,1700205:3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,FOOD,QUALITY,positive,72,78
732,1702257,1702257:0,Nice Family owned traditional restaurant.,RESTAURANT,GENERAL,positive,30,40
733,1702257,1702257:1,Fresh ingredients and everything is made to order.,FOOD,QUALITY,positive,6,17
734,1702257,1702257:2,I was pleasantly surprised to find this gem in Hoboken.,RESTAURANT,GENERAL,positive,0,0
735,1702257,1702257:3,Friendly staff that actually lets you enjoy your meal and the company you're with.,SERVICE,GENERAL,positive,9,14
736,1706644,1706644:0,My friends and I were on vacation in NY and was referred to Chance by a friend.,,,,,
737,1706644,1706644:1,"I found the food to be outstanding, particulary the salmon dish I had.",FOOD,QUALITY,positive,12,16
738,1706644,1706644:2,"I also ordered the Change Mojito, which was out of this world.",DRINKS,QUALITY,positive,19,32
739,1706644,1706644:3,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",FOOD,QUALITY,neutral,82,89
740,1706644,1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",AMBIENCE,GENERAL,positive,18,28
741,1706644,1706644:5,"Overall, excellent restaurant!",RESTAURANT,GENERAL,positive,19,29
742,1707201,1707201:0,i went to utsav about a yr ago with my family.,,,,,
743,1707201,1707201:1,The food was good.,FOOD,QUALITY,positive,4,8
744,1707201,1707201:2,The place was nice and calm.,AMBIENCE,GENERAL,positive,4,9
745,1707201,1707201:3,but the service was a bit slow.,SERVICE,GENERAL,negative,8,15
746,1707741,1707741:0,I work around the corner and tried it with a colleague for the first time.,,,,,
747,1707741,1707741:1,The buffet had a nice selection.,FOOD,STYLE_OPTIONS,positive,4,10
748,1707741,1707741:2,The food was average or above including some surprising tasty dishes.,FOOD,QUALITY,positive,4,8
749,1707741,1707741:3,Service was also very good.,SERVICE,GENERAL,positive,0,7
750,1707741,1707741:4,I would go back.,RESTAURANT,GENERAL,positive,0,0
751,1710746,1710746:0,I got an excellent piece of cheesecake and we had several other nice pastries.,FOOD,QUALITY,positive,28,38
752,1710746,1710746:1,"I would recommend Roxy's for that, but not for their food.",FOOD,QUALITY,negative,53,57
753,1710746,1710746:2,My son and his girlfriend both wanted cheeseburgers and they were huge!,FOOD,STYLE_OPTIONS,neutral,38,51
754,1710746,1710746:3,"But, they were too big for the bun.",FOOD,STYLE_OPTIONS,negative,0,0
755,1710746,1710746:4,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",FOOD,STYLE_OPTIONS,negative,20,27
756,1710746,1710746:5,Also they were $15 each!,FOOD,PRICES,negative,0,0
757,1710746,1710746:6,I had a huge pastrami sandwich on a roll.,FOOD,STYLE_OPTIONS,neutral,13,40
758,1710746,1710746:7,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,FOOD,PRICES,neutral,0,0
759,1713185,1713185:0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",FOOD,QUALITY,negative,104,108
760,1713185,1713185:1,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",FOOD,QUALITY,negative,42,46
761,1713185,1713185:2,And the Tom Kha soup was pathetic.,FOOD,QUALITY,negative,8,20
762,1713185,1713185:3,If you want good authentic Thai this place is not the place to go.,FOOD,QUALITY,negative,27,31
763,1718513,1718513:0,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",FOOD,QUALITY,positive,100,104
764,1718513,1718513:1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",FOOD,QUALITY,positive,4,15
765,1718513,1718513:2,"Conveniently located too, being right on Bedford ave.",LOCATION,GENERAL,positive,0,0
766,1718513,1718513:3,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",AMBIENCE,GENERAL,positive,4,28
767,1718513,1718513:4,I will definetly be going back.,RESTAURANT,GENERAL,positive,0,0
768,1719567,1719567:0,We had the lobster sandwich and it was FANTASTIC.,FOOD,QUALITY,positive,11,27
769,1719567,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",FOOD,STYLE_OPTIONS,negative,0,0
770,1719567,1719567:2,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,FOOD,QUALITY,positive,11,19
771,1719567,1719567:3,I recommend getting a reservation even though we saw people seated without one.,,,,,
772,1719567,1719567:4,We waited at the bar and had martinis that were just right.,DRINKS,QUALITY,positive,29,37
773,1719567,1719567:5,We will be back.,RESTAURANT,GENERAL,positive,0,0
774,1723402,1723402:0,love the food.,FOOD,QUALITY,positive,9,13
775,1723402,1723402:1,it's the only place you can get yummy authentic japanese comfort food.,FOOD,QUALITY,positive,48,69
776,1723402,1723402:2,it helps if you know what to order.,,,,,
777,1723402,1723402:3,and you can't beat the prices.,RESTAURANT,PRICES,positive,0,0
778,1723402,1723402:4,highly recommended.,RESTAURANT,GENERAL,positive,0,0
779,1723658,1723658:0,I've lived in NY for 5 years and this place has it all.,RESTAURANT,GENERAL,positive,38,43
780,1723658,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",FOOD,QUALITY,positive,6,10
781,1723658,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",FOOD,QUALITY,positive,4,10
782,1723658,1723658:3,I'm glad I was introduced to this place and this is a rare gem in NY.,RESTAURANT,GENERAL,positive,34,39
783,1726001,1726001:0,"We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.",,,,,
784,1726001,1726001:1,"The freshest, best variety, and the fastest delivery.",FOOD,QUALITY,positive,0,0
